X;Y;SJOID;SNAMN;HARO;KOMMUNNAMN;LANSNAMN;NAME;MEDDJ;MAXDJ;VOLYM;Area_HA;Utpl Kandaröding;Antal (minst);Antal rom (minst);Antal 1959;Stadium 1959;Härst. 1959;Antal 1960;Stadium 1960;Härst. 1960;Antal 1961;Stadium 1961;Härst. 1961;Antal 1962;Stadium 1962;Härst. 1962;Antal 1963;Stadium 1963;Härst. 1963;Antal 1964;St. 1964;Här. 1964;Antal 1965;St. 1965;Här. 1965;Antal 1966;St. 1966;Här. 1966;Antal 1967;St. 1967;Här. 1967;Antal 1968;St. 1968;Här. 1968;Antal 1969;St. 1969;Här. 1969;Antal 1970;St. 1970;Här. 1970;Antal 1971;St. 1971;Här. 1971;Antal 1972;St. 1972;Här. 1972;Antal 1973;St. 1973;Här. 1973;Antal 1974;St. 1974;Här. 1974;Antal 1975;St. 1975;Här. 1975;Antal 1976;St. 1976;Här. 1976;Antal 1977;St. 1977;Här. 1977;Antal 1978;St. 1978;Här. 1978;Antal 1979;St. 1979;Här. 1979;Antal 1980;St. 1980;Här. 1980;Antal 1981;St. 1981;Här. 1981;Antal 1982;St. 1982;Här. 1982;Antal 1983;St. 1983;Här. 1983;Antal 1984;St. 1984;Här. 1984;Antal 1985;St. 1985;Här. 1985;Antal 1986;St. 1986;Här. 1986;Antal 1987;St. 1987;Här. 1987;Antal 1988;St. 1988;Här. 1988;Antal 1989;St. 1989;Här. 1989;Antal 1990;St. 1990;Här. 1990;Antal 1991;St. 1991;Här. 1991;Antal 1992;St. 1992;Här. 1992;Antal 1993;St. 1993;Här. 1993;Antal 1994;St. 1994;Här. 1994;Antal 1995;St. 1995;Här. 1995;Antal 1996;St. 1996;Här. 1996;Okänt år;Antal okänt år;St. okänt år;Här. Okänd;Källa
1476530;7275290;709271-170693;Umeälven Norrfors;28000;Umeå;Västerbottens län;Bottenviken;;;;;Ja;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10000;yngel;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lycksele fiskodling
1571140;7247360;725798-151702;Umnässjön;28000;Storuman;Västerbottens län;Bottenviken;16,7;43,8;219,3;1277,3;Ja;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lycksele fiskodling
1478600;7293200;713662-168962;Yttersjön;28000;Vindeln;Västerbottens län;Bottenviken;0;0;0;136,71;Ja;1500;;;;;;;;;;;;;;;;;1500;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Filipsson 1994
1511960;7317990;728880-152075;Överstjuktan;28000;Sorsele;Västerbottens län;Bottenviken;20,3;51;475;2313,92;Ja;3800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2800;3;Lycksele;;;;;;;500;3;Lycksele;;;;;;;;;;500;3;Lycksele;;;;;;;;;;;LST Ac. Lycksele fiskodling
1560910;7221880;727825-150614;Övre Boksjön;28000;Storuman;Västerbottens län;Bottenviken;24,3;67;258;1089,27;Ja;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lycksele fiskodling
1706930;7092710;709758-167299;Lill-Armsjön;29000;Bjurholm;Västerbottens län;Bottenviken;5,1;17,3;8,96;154,99;Ja;5200;;;;;;;;;;;;;;;;;;;;5000;+;;;;;;;;;;;200;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Lycksele fiskodling
1517020;7257980;710279-167016;Stor-Armsjön;29000;Bjurholm;Västerbottens län;Bottenviken;4,3;16;14,168;292,55;Ja;5000;;;;;;;;;;;;;;;;;;;;5000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1689620;7136620;716717-158596;Stor-Arasjön;30000;Vilhelmina;Västerbottens län;Bottenviken;0;0;0;712,94;Ja;3000;;;;;;;;;;;;;;;;;3000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1520750;7288800;713718-163736;Vänjaurträsket;30000;Lycksele;Västerbottens län;Bottenviken;0;0;0;176,6;Ja;10000;;;;;;;;;;;;;;;;;;;;;;;3000;+;;7000;1+, +;Lycksele fiskodling;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1506140;7278250;717326-160121;Örträsket;30000;Lycksele;Västerbottens län;Bottenviken;0;0;0;29,19;Ja;7000;;;;;;;;;;;;;;;;;;;;;;;;;;7000;0+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lycksele fiskodling
1658240;7156890;711126-163674;Lögdasjön;32000;Åsele;Västerbottens län;Bottenhavet;0;0;0;1304,46;Ja;5000;;;;;;;;;;;;;;5000;+;Lake superior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968
1644630;7173340;711554-159143;Storsjön;34000;Åsele;Västerbottens län;Bottenhavet;0;0;0;487,84;Ja;2000;;;;;;;;;;;;;;;;;;;;2000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1672990;7097580;716685-156225;Bomsjön;38000;Vilhelmina;Västerbottens län;Bottenhavet;0;0;0;422,52;Ja;4000;;;;;;;;;;;;;;;;;4000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1670160;7102790;724249-151911;Harrsjön;38000;Storuman;Västerbottens län;Bottenhavet;0;0;0;172,07;Ja;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lycksele fiskodling
1585960;7167170;711787-154187;Lavsjön;38000;Dorotea;Västerbottens län;Bottenhavet;0;0;0;356,46;Ja;0;;;;;;;;?;;;?;;;;;;4100/2?;+;;4100/2?;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, LST Ac
1637360;7137180;717181-153354;Malgomaj;38000;Vilhelmina;Västerbottens län;Bottenhavet;40,3;110,7;3117;10277,14;Ja;35750;;;;;;;;;;;;;;;;;;;;29000;+;;;;;;;;;;;1500;2;Lycksele;1250;1+;Lycksele;2000;2+;Lycksele;2000;2+;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Svärdsson och Miezis 1970, Lycksele fiskodling
1601210;7173260;713709-151486;Ormsjön;38000;Dorotea;Västerbottens län;Bottenhavet;7,8;26,6;194,6;2741,91;Ja;5000;;;;;;;;;;;;;;;;;5000;1, 1+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ev 1955;;;;Nilsson 1968, LST Ac
1636740;7111260;717146-149481;Stor-Arksjön;38000;Dorotea;Västerbottens län;Bottenhavet;5,2;14,4;41,917;872,23;Ja;0;;;;;;;;;;;;;;;;;1500/2?;+;;1500/2?;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ev 1955;;;;Nilsson 1968, LST Ac
1591430;7115540;719563-154452;Vojmsjön;38000;Vilhelmina;Västerbottens län;Bottenhavet;39,3;130;3114;8344,56;Ja;6498;;;;;;;;;;;;;;;;;3500;2;Spokane Wash via dansk odlare, Porjus;;;;;;;498;1+;Lövliden;;;;2500;2;Lycksele;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968, Svärdsson och Miezis 1970, Lycksele fiskodling
1562250;7166850;692335-159633;Åstön;0;;Västernorrland län;Bottenhavet;;;;;Ja;642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;642;2+;Bergeforsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1519110;7242490;706634-165801;Inre Lemesjön;33000;Örnsköldsvik;Västernorrland län;Bottenhavet;8,4;26;67,416;802,39;Ja;1000;;;;;;;;;;;;;;;;;1000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1541870;7117870;706190-164799;Långvattnet;33000;Örnsköldsvik;Västernorrland län;Bottenhavet;0;0;0;198,16;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1985
1533540;7171810;706097-166229;Yttre Lemesjön;33000;Örnsköldsvik;Västernorrland län;Bottenhavet;0;0;0;807,82;Ja;1000;;;;;;;;;;;;;;;;;1000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1514860;7137090;707458-164762;Önskasjön;33000;Örnsköldsvik;Västernorrland län;Bottenhavet;15,6;52;134,847;847,67;Ja;6400;;;;;;;;;;;;;;;;;6400;1, 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1494810;7171460;702822-164581;Bergsjön;35036;Örnsköldsvik;Västernorrland län;Bottenhavet;0;0;0;13,91;Ja;2650;;;;;;;;2650;1;Wisconsin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968
1544520;7195630;704262-163744;Volmtjärnen;36000;Örnsköldsvik;Västernorrland län;Bottenhavet;0;0;0;15,91;Ja;0;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1596330;6923350;701551-161967;Hinnsjön;37000;Örnsköldsvik;Västernorrland län;Bottenhavet;10,3;30;62,711;600,87;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1658010;7066340;701656-162938;Kornsjösjön;37000;Örnsköldsvik;Västernorrland län;Bottenhavet;0;0;0;278,02;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1647990;7061900;701410-161582;Stor-Åbodsjön;37000;Örnsköldsvik;Västernorrland län;Bottenhavet;0;0;0;52,61;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1662290;7060970;707027-154763;Betarsjön;38000;Sollefteå;Västernorrland län;Bottenhavet;9,8;43,2;324,14;3408,6;Ja;0;;;;;;;;;;;;;;29500/2?;+;Lake superior;29500/2?;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968
1647620;7074580;705917-154820;Långbjörns Dämningsomr;38000;Sollefteå;Västernorrland län;Bottenhavet;0;0;0;190,68;Ja;498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;498;2;Lövliden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1633750;7045260;703137-156094;Torningsjön;38000;Sollefteå;Västernorrland län;Bottenhavet;0;0;0;85,52;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1645810;7028220;693522-158149;Bergeforsens Dämningsomr;40000;Timrå;Västernorrland län;Bottenhavet;0;0;0;348,08;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1637440;7042620;690830-156389;Lindsjön;42000;Sundsvall;Västernorrland län;Bottenhavet;0;0;0;160,47;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1619670;7015510;690199-158016;Öjen;42000;Sundsvall;Västernorrland län;Bottenhavet;0;0;0;739,4;Ja;0;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1629380;7016560;695460-155017;Indalälven, Liden;40000;;Västernorrland län;Bottenhavet;;;;;Ja;656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;656;2+;Bergeforsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1615820;7014100;700985-164203;Nätra;0;;Västernorrlands län;Bottenhavet;;;;;Ja;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;439;3;Bergeforsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1547630;7070270;693110-159853;Åvike;0;;Västernorrlands län;Bottenhavet;;;;;Ja;429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;429;3;Bergeforsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1548200;7059170;639248-129354;Östra Ingsjön;107000;Mark;Västra Götalands län;Västerhavet;19,1;50;34,4;176,23;Ja;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500;20cm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Länsstyrelsen västra Götaland
1560940;7031370;643499-130158;Anten;108000;Alingsås;Västra Götalands län;Västerhavet;13,4;27;239,737;1837,78;Ja;3000;;;;;;;;;;;;;;;;;1000;+;;2000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968, Länsstyrelsen västra Götaland
1561100;7001200;642138-130063;Mjörn;108000;Alingsås;Västra Götalands län;Västerhavet;15,7;48;855,01;5459,41;Ja;2000;;;;;;;;;;;;;;;;;2000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1595550;7087390;647666-129906;Vänern;108000;Vänersborg;Västra Götalands län;Västerhavet;0;0;0;551912,64;Ja;0;;;;;;;;;;;;;;3330/2?;;Finger lakes;3330/2?;1;Finger lakes, Semlan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1964, Nilsson 1968, Svärdsson och Miezis 1970
1581490;6935220;652611-131035;Ånimmen;108000;Mellerud;Västra Götalands län;Västerhavet;0;0;0;1580,7;Ja;1000;;;;;;;;;;;;;;;;;1000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1563890;6908300;650250-153437;Bråviken;0;;Östergötlands län;Södra Östersjön;;;;;Ja;1000;;;;;;;;;;;;;;;;;1000;1;Finger lakes, Semlan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Miezis 1970
1580160;6901990;699200-145568;Hornsjön;42000;Östersund;Jämtlands län;Bottenhavet;7,2;20,5;6,29;97,85;Ja?;0;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1573510;6897670;715639-170589;Järvträsket;24000;Skellefteå;Västerbottens län;Bottenviken;4,5;15;4,32;96,54;Ja?;3000;;;;;;;;;;;;;;;;;3000;+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Nilsson 1968
1550170;6954600;715689-165824;Klarvattutjärnen;28000;Vindeln;Västerbottens län;Bottenviken;0;0;0;25,36;Ja?;0;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1642030;7009850;717334-164463;Klarvattutjärnen;28000;Lycksele;Västerbottens län;Bottenviken;0;0;0;19,35;Ja?;0;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1598530;6931100;704526-163375;Mörtsjön;34000;Örnsköldsvik;Västernorrland län;Bottenhavet;3,9;14;5,373;138,18;Ja?;0;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1293540;6392480;700120-156110;Bäckingestjärnen;38000;Sollefteå;Västernorrland län;Bottenhavet;0;0;0;2,39;Ja?;0;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1301580;6434990;708739-159555;Kastjärnarna;38000;Örnsköldsvik;Västernorrland län;Bottenhavet;0;0;0;9,12;Ja?;0;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1300630;6421380;689767-157351;Hornsjön;42000;Sundsvall;Västernorrland län;Bottenhavet;3,9;25,4;8,94;219,46;Ja?;0;;;;;;;;;;;;;;;;;;;;;;;;;;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Svärdsson och Nilsson 1984,
1299060;6476660;702679-133966;Ånnsjön;40000;Åre;Jämtlands län;Bottenhavet;0;0;0;5749,58;Olaglig;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;?;;;Filipsson 1994
1310350;6526110;649029-145550;Vättern;67000;Motala;Östergötlands län;Södra Östersjön;40,8;120;77640;188597,74;Splejk;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;?;;;Lst jönköing
1534370;6502500;703587-134156;Gevsjön;40000;Åre;Jämtlands län;Bottenhavet;0;31,6;0;1123,7;Spridning;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ja;?;;;Filipsson 1994
